doi,title,year,venue,is_oa,pdf_url,download_status
10.7591/cornell/9780801454233.003.0003,"Mapping the Hajj, Integrating Muslims",2015,Russian Hajj,False,,pending
10.7591/cornell/9780801454233.003.0006,The Hajj and Socialist Revolution,2015,Russian Hajj,False,,pending
10.30674/scripta.67440,Digital hajj: the pilgrimage to Mecca in Muslim cyberspace and the issue of religious online authority,2013,Scripta Instituti Donneriani Aboensis,True,https://journal.fi/scripta/article/download/67440/27737,fail:rescue
10.7591/cornell/9780801454233.003.0007,Russian Hajj in the Twenty-First Century,2015,Russian Hajj,False,,pending
10.3366/edinburgh/9781474494106.003.0003,The Roads to Mecca,2022,Bosnian Hajj Literature,False,,pending
10.2307/j.ctv19fvzqz.10,Mecca and the Ways Thither,2021,The Hajj,False,,pending
10.1017/cbo9781139343794.004,Why Mecca? Abraham and the Hajj in the Islamic Tradition,2016,The Hajj,False,,pending
10.4018/978-1-5225-2796-1.ch010,The Economics of Religious Tourism (Hajj and Umrah) in Saudi Arabia,2018,"Advances in Hospitality, Tourism, and the Services Industry",False,,pending
10.7591/cornell/9780801454233.001.0001,Russian Hajj,2015,,False,,pending
10.7591/9781501701313-005,"2. Mapping the Hajj, Integrating Muslims",2017,Russian Hajj,False,,pending
10.7591/9781501701313-006,3. Forging a Russian Hajj Route,2017,Russian Hajj,False,,pending
10.1079/9781789241600.0133,The natural environment and waste management at the Hajj.,2020,Religious tourism and the environment,False,,pending
10.2307/j.ctv19fvzqz.12,The Medieval Hajj (1100-1400 C.E.),2021,The Hajj,False,,pending
10.7591/9781501701313-008,5. The Hajj and Socialist Revolution,2017,Russian Hajj,False,,pending
10.7591/9781501701313-009,Conclusion: Russian Hajj in the Twenty-First Century,2017,Russian Hajj,False,,pending
10.2307/j.ctv19fvzqz.4,The Hajj in Early Photo Documents,2021,The Hajj,False,,pending
10.7765/9781526162618.00007,I Colonising the Hajj,2023,Decolonising the Hajj,False,,pending
10.2307/j.ctv19fvzqz.11,Illustrations,2021,The Hajj,False,,pending
10.7765/9781526162618.00011,II Decolonising the Hajj,2023,Decolonising the Hajj,False,,pending
10.1515/9781400887361-015,Chronology of Mecca and the Hajj,2017,Mecca,False,,pending
10.1079/9781800623675.0013,Seeking Identity and True Transformation: the Hajj Experience,2024,CABI Religious Tourism and Pilgrimage Series,False,,pending
10.2307/j.ctv19fvzqz.16,Steamships and Cholera:,2021,The Hajj,False,,pending
10.1079/9781786392282.0052,Hajj: the movement and behaviour of crowds.,2018,Risk and safety challenges for religious tourism and events,False,,pending
10.1515/9780691225142-008,CHAPTER II MECCA AND THE WAYS THITHER,1994,The Hajj,False,,pending
10.7591/9781501701313-003,Introduction: Russia as a Crossroads of the Global Hajj,2017,Russian Hajj,False,,pending
10.1515/9780691225142-009,CHAPTER III THE MEDIEVAL HAJJ (1100-1400 C.E.),1994,The Hajj,False,,pending
10.7312/low-19076-007,THREE Microbial Mecca and the Global Crisis of Cholera,2020,Imperial Mecca,False,,pending
10.1163/9789004513174_006,Religious Emotion and Embodied Piety in the Ottoman Turkish Hajj Accounts of Evliyā Çelebī (1611–c. 1683) and Yūsuf Nābī (1642–1712),2023,Narrating the Pilgrimage to Mecca,True,https://brill.com/downloadpdf/book/9789004513174/BP000005.pdf,ok
10.7591/9781501701313-013,Bibliography,2017,Russian Hajj,False,,pending
10.2307/j.ctv19fvzqz.5,Preface,2021,The Hajj,False,,pending
10.2307/j.ctv19fvzqz.19,Notes,2021,The Hajj,False,,pending
10.7591/9781501701313-011,Abbreviations,2017,Russian Hajj,False,,pending
10.1002/jtr.825,Religious tourism and its management: the hajj in Saudi Arabia,2010,International Journal of Tourism Research,False,,pending
10.7591/9781501701313-014,Index,2017,Russian Hajj,False,,pending
10.2307/j.ctv19fvzqz.15,Through European Eyes:,2021,The Hajj,False,,pending
10.2307/j.ctv19fvzqz.6,Acknowledgments,2021,The Hajj,False,,pending
10.2307/j.ctv19fvzqz.9,Origins,2021,The Hajj,False,,pending
10.33612/diss.132290623,Mecca in Morocco: Articulations of the Muslim pilgrimage (Hajj) in Moroccan everyday life,,,True,https://pure.rug.nl/ws/files/132290625/Complete_thesis.pdf,ok
10.1079/9781786394163.0021,Motivations of the pilgrim to attend the annual pilgrimage of Hajj.,2019,Spiritual and religious tourism : motivations and management,False,,pending
10.2307/j.ctv19fvzqz.8,Maps,2021,The Hajj,False,,pending
10.7591/9781501701313-toc,Contents,2017,Russian Hajj,False,,pending
10.7591/9781501701313-fm,Frontmatter,2017,Russian Hajj,False,,pending
10.2307/j.ctv19fvzqz.1,Front Matter,2021,The Hajj,False,,pending
10.64628/ab.3fggue47t,Hajj: how globalisation transformed the market for pilgrimage to Mecca,2018,,True,,pending
10.2307/j.ctv19fvzqz,The Hajj,2021,,False,,pending
10.31291/hn.v4i2.88,A Sundanese Story of Hajj in the Colonial Period: Haji Hasan Mustapa’s Dangding on the Pilgrimage to Mecca,2016,Heritage of Nusantara: International Journal of Religious Literature and Heritage,True,,pending
10.1515/9780691225142-012,CHAPTER VI STEAMSHIPS AND CHOLERA: THE HAJJ IN MODERN TIMES,1994,The Hajj,False,,pending
10.1079/9781786394163.0051,The selfie in Islamic pilgrimages as a communication tool in Hajj and Umrah.,2019,Spiritual and religious tourism : motivations and management,False,,pending
10.7591/cornell/9780801454233.003.0002,Imperialism through Islamic Networks,2015,Russian Hajj,False,,pending
10.7765/9781526162618.00015,Conclusion,2023,Decolonising the Hajj,False,,pending
10.1515/9781399520737-016,Conclusion – Mecca in Morocco: Manifestations of the Hajj in Moroccan Everyday Life,2024,Mecca in Morocco,False,,pending
10.2307/j.ctv19fvzqz.13,Under New Auspices,2021,The Hajj,False,,pending
10.64628/aai.w5qcgng34,Hajj in extraordinary heat: what a scholar of Islam saw in Mecca,2024,,False,,pending
10.2307/j.ctv19fvzqz.20,Works Cited,2021,The Hajj,False,,pending
10.2307/j.ctv19fvzqz.3,List of Illustrations,2021,The Hajj,False,,pending
10.7591/9781501701313-001,List of Maps,2017,Russian Hajj,False,,pending
10.7312/low-19076,Imperial Mecca,2020,,False,,pending
10.7765/9781526162618,Decolonising the Hajj,2023,,False,,pending
10.7765/9781526162618.00014,Cracks in the road,2023,Decolonising the Hajj,False,,pending
10.2307/jj.33228201.10,The Hajj to Mecca,2016,The Travels of Ibn Battuta,False,,pending
10.1079/9781780645230.0313,Takaful: to explore the market need for Hajj travel insurance.,2015,Religious tourism and pilgrimage management: an international perspective,False,,pending
10.2307/j.ctv19fvzqz.2,Table of Contents,2021,The Hajj,False,,pending
10.7591/9781501701313-002,Preface: Sources and Maps,2017,Russian Hajj,False,,pending
10.7765/9781526162618.00002,Dedication,2023,Decolonising the Hajj,True,https://www.degruyter.com/document/doi/10.7765/9781526162618.00002/pdf?licenseType=free,fail:notpdf0
10.14296/rih/2014/2130,Review of 'Russian Hajj: Empire and the Pilgrimage to Mecca',2017,Reviews in History,True,https://reviews.history.ac.uk/printpdf/review/2130,fail:rescue
10.2307/j.ctv19fvzqz.18,The Great War and After,2021,The Hajj,False,,pending
10.7312/low-19076-005,ONE Blurred Vision The Hijaz and the Hajj in the Colonial Imagination,2020,Imperial Mecca,False,,pending
10.7765/9781526162618.00009,"Power, patronage, and privilege",2023,Decolonising the Hajj,False,,pending
10.1108/tr-11-2018-0155,"Loyalty motivations for religious tourism: Indonesian Muslim travelers umrah participating in umrah pilgrimage to Mecca, Saudi Arabia",2019,Tourism Review,False,,pending
10.21203/rs.3.rs-8230831/v1,Cultural Diffusion and Gulf Diaspora: An Ethnographic Analysis of Cultural Impact of Gulf Migration in Rural North Indian Experiences,2025,,True,https://www.researchsquare.com/article/rs-8230831/latest.pdf,ok
10.4324/9780429277498-11,The cultural tourism market,2020,Cultural Tourism,False,,pending
10.4324/9781003422952-14,"Experimental reconstruction, cultural memory and cultural tourism",2024,Innovative Cultural Tourism in European Peripheries,True,https://api.taylorfrancis.com/content/chapters/oa-edit/download?identifierName=doi&identifierValue=10.4324/9781003422952-14&type=chapterpdf,skip:blocked_host
10.1080/14766825.2019.1609488,"Cultural tourism: cultural presentation at the Basotho cultural village, Free State, South Africa",2019,Journal of Tourism and Cultural Change,False,,pending
10.1016/0261-5177(91)90022-l,Conflict in the gulf,1991,Tourism Management,False,,pending
10.4324/9780203120958-25,The economic value of cultural tourism: Determinants of cultural tourists’ expenditures,2013,The Routledge Handbook of Cultural Tourism,False,,pending
10.4324/9781315258720-13,Sustainable Development and Tourism: Opportunities and Threats to Cultural Heritage from Tourism,2016,Cultural Tourism and Sustainable Local Development,False,,pending
10.4324/9780203402825-23,The relationship between heritage and cultural tourism,2003,Issues in Cultural Tourism Studies,False,,pending
10.1016/b978-0-7506-5668-9.50015-5,Applications of Cultural Analysis in Tourism,2003,Cross-Cultural Behaviour in Tourism,False,,pending
10.1108/tr-06-2019-0266,"Internal marketing, employee satisfaction and cultural congruence of Gulf airlines",2020,Tourism Review,True,http://hdl.handle.net/10026.1/15215,fail:rescue
10.4324/9780203120958-14,Reﬂections on globalisation and cultural tourism,2013,The Routledge Handbook of Cultural Tourism,False,,pending
10.4324/9780203402825-12,Cultural tourism as a positive development option,2003,Issues in Cultural Tourism Studies,False,,pending
10.1080/14766825.2025.2591083,Edible tourism landscapes: co-designing agro-tourism experiences for cultural sustainability,2025,Journal of Tourism and Cultural Change,False,,pending
10.4324/9780203120958-28,Cultural tourism and the mobilities paradigm,2013,The Routledge Handbook of Cultural Tourism,False,,pending
10.4324/9780203869857-11,A framework for global cultural tourism studies,2009,Issues in Cultural Tourism Studies,False,,pending
10.4324/9780203120958.ch24,"Tourism, Anthropology and Cultural Configuration",,The Routledge Handbook of Cultural Tourism,False,,pending
10.4324/9780203120958-24,The economic impacts of cultural tourism,2013,The Routledge Handbook of Cultural Tourism,False,,pending
10.4324/9780203120958-33,A darker type of cultural tourism,2013,The Routledge Handbook of Cultural Tourism,False,,pending
10.4324/9780203402825-38,The development of carnivals as cultural tourism events,2003,Issues in Cultural Tourism Studies,False,,pending
10.4324/9780203583685-31,Cultural heritage tourism and the digital future,2013,Contemporary Issues in Cultural Heritage Tourism,False,,pending
10.4324/9780203120958-29,Erasmus students: The ‘ambassadors’ of cultural tourism,2013,The Routledge Handbook of Cultural Tourism,False,,pending
10.4324/9780203402825-31,Levels of indigenous involvement in cultural tourism development,2003,Issues in Cultural Tourism Studies,False,,pending
10.1016/b978-0-7506-5668-9.50005-2,Concepts of Cross-Cultural Behaviour in Tourism,2003,Cross-Cultural Behaviour in Tourism,False,,pending
10.4324/9780203402825-34,The relationship between cultural tourism and the arts,2003,Issues in Cultural Tourism Studies,False,,pending
10.1016/b978-0-7506-5668-9.50012-x,Methods for Cross-Cultural Analysis in Tourism,2003,Cross-Cultural Behaviour in Tourism,False,,pending
10.1080/14766825.2013.820818,The cultural moment in tourism,2013,Journal of Tourism and Cultural Change,False,,pending
10.4324/9780367201777-10,Positive and negative effects of cultural tourism development,2021,"Cultural Sustainability, Tourism and Development",False,,pending
10.4324/9780080455471-15,Cultural tourism in South Africa: a case study of cultural villages from a developing country perspective,2006,International Cultural Tourism,False,,pending
10.4337/9781789905441.00010,New rituals and the dynamics of cultural tourism practices,2021,Rethinking Cultural Tourism,False,,pending
10.2307/jj.25291749.18,Cultural Tourism as Cultural Adaptation:,2025,The Future of Cultural Tourism,False,,pending
10.1080/14766825.2014.970348,The Routledge handbook of cultural tourism,2014,Journal of Tourism and Cultural Change,False,,pending
10.4324/9780203120958.ch5,Reflections on Globalisation and Cultural Tourism,,The Routledge Handbook of Cultural Tourism,False,,pending
10.4324/9780367201777-14,Eco-warriors Bishnois for cultural tourism in Rajasthan,2021,"Cultural Sustainability, Tourism and Development",False,,pending
10.1080/14766825.2010.540370,Cultural tourism and sustainable local development,2011,Journal of Tourism and Cultural Change,False,,pending
10.1007/978-3-030-02006-4_457-1,"Culture, Tourism and Sustainability (Cultural Heritage and Sustainable Tourism, Social Sustainability of Tourism, Socio-Cultural Sustainability of Tourism)",2020,Encyclopedia of Sustainable Management,False,,pending
10.21832/9781845410452-004,"2. Cultural Politics, Cultural Policy and Cultural Tourism",2006,Cultural Tourism in a Changing World,False,,pending
10.4324/9780080455471-10,Cultural tourism packages: the role of smart cards in the Alps,2006,International Cultural Tourism,False,,pending
10.4324/9780203790601-21,How tourism works,2014,Cultural Tourism,False,,pending
10.1080/14766820308668157,"Mobile Cultures? Hybridity, Tourism and Cultural Change",2003,Journal of Tourism and Cultural Change,False,,pending
10.4324/9780203120958-11,Cultivated pursuits: Cultural tourism as metempsychosis and metensomatosis,2013,The Routledge Handbook of Cultural Tourism,False,,pending
10.1007/978-3-031-25984-5_457,"Culture, Tourism, and Sustainability (Cultural Heritage and Sustainable Tourism, Social Sustainability of Tourism, Socio-cultural Sustainability of Tourism)",2023,Encyclopedia of Sustainable Management,False,,pending
10.1016/j.daach.2020.e00157,Comparative analysis of digital photogrammetry software for cultural heritage,2020,Digital Applications in Archaeology and Cultural Heritage,False,,pending
10.1007/978-3-030-15200-0_20,Cultural Heritage Digital Data: Future and Ethics,2019,Digital Cultural Heritage,False,,pending
10.1016/j.daach.2020.e00139,A web repository for geo-located 3D digital cultural heritage models,2020,Digital Applications in Archaeology and Cultural Heritage,False,,pending
10.70000/cj.2011.25.345,Arab experiences in digital documentation of heritage and cultural resources,2011,Cybrarians Journal,True,https://journal.cybrarians.info/index.php/cj/article/download/345/359,ok
10.1016/j.culher.2014.09.005,"Conference report: Digital Heritage: Digital Communities in Action, Centre for Digital Heritage, University of York, 12th July 2014",2014,Journal of Cultural Heritage,False,,pending
10.1007/978-3-031-76941-2_6,Indigenous Game Design and Digital Cultural Heritage,2025,Digital Indigenous Cultural Heritage,False,,pending
10.62311/nesx/rb-978-81-985979-3-9,Preserving Cultural Heritage with Digital Twin Technology,2025,Preserving Cultural Heritage with Digital Twin Technology,True,https://www.nationaleducationservices.org/file-download/1568414/Download Full-Text Research Book PDF Pp 1-32F6.pdf,fail:curl3
10.1007/978-3-030-15200-0_8,Digital Preservation of Cultural Heritage for Small Institutions,2019,Digital Cultural Heritage,False,,pending
10.62311/nesx/97939,Digital Twin Technology: Transforming Cultural Heritage Preservation,2025,Preserving Cultural Heritage with Digital Twin Technology,True,https://www.nationaleducationservices.org/file-download/1352669/Download Full-Text PDF Pp 121-130_Signed.pdf,fail:curl3
10.1016/j.daach.2019.e00116,A Malaysian cultural heritage digital compendium,2019,Digital Applications in Archaeology and Cultural Heritage,True,,pending
10.1016/j.daach.2024.e00334,Advanced interactive digital storytelling in digital heritage applications,2024,Digital Applications in Archaeology and Cultural Heritage,False,,pending
10.4337/9780857931009.00023,Digital cultural heritage,2013,Handbook on the Economics of Cultural Heritage,True,https://www.elgaronline.com/downloadpdf/edcoll/9780857930996/9780857930996.00023.pdf,fail:rescue
10.5617/nm.3225,1: Digital Heritage. 2: Theorizing Digital Cultural Heritage – A Critical Discourse. 3: New Heritage. New Media and Cultural Heritage,1970,Nordisk Museologi,True,https://www.journals.uio.no/index.php/museolog/article/download/3225/2792,ok
10.1016/j.culher.2004.09.001,Valuing cultural heritage: the social benefits of restoring and old Arab tower,2005,Journal of Cultural Heritage,False,,pending
10.1016/s2212-0548(20)30067-9,Editorial Board,2020,Digital Applications in Archaeology and Cultural Heritage,False,,pending
10.1016/j.daach.2026.e00561,Strategies for digital heritage valorization: Cross-cultural insights for preserving and showcasing Casablanca's architectural legacy,2026,Digital Applications in Archaeology and Cultural Heritage,False,,pending
10.29085/9781783300662.003,Digital humanities and digital cultural heritage (alt-history and future directions),2015,Cultural Heritage Information,False,,pending
10.4324/9781315575278-11,Digital humanities research needs from cultural heritage looking forward to 2025?,2017,Cultural Heritage Infrastructures in Digital Humanities,False,,pending
10.4324/9780203937884-7,INTRODUCTION: Preserving cultural heritage through digital media,2007,New Heritage,True,,pending
10.1016/j.daach.2016.10.001,Geometric invariance in digital imaging for the preservation of cultural heritage in Tunisia,2016,Digital Applications in Archaeology and Cultural Heritage,False,,pending
10.1016/j.daach.2026.e00512,Reconstructing Aura in immersive heritage media,2026,Digital Applications in Archaeology and Cultural Heritage,True,,pending
10.1016/j.daach.2026.e00548,Toward perceptually accurate digital color in cultural heritage: A multispectral and VR-integrated framework for virtual restoration,2026,Digital Applications in Archaeology and Cultural Heritage,False,,pending
10.1007/978-3-642-28099-3_4,Digital Management of Cultural Heritage Protection,2012,Digital Preservation Technology for Cultural Heritage,False,,pending
10.7551/mitpress/9780262033534.003.0013,Finding a Future for Digital Cultural Heritage Resources Using Contextual Information Frameworks,2007,Theorizing Digital Cultural Heritage,False,,pending
10.35859/jms.2023.1346173,The Image of the Other in the Arab Cultural Heritage,2023,The Journal of Mesopotamian Studies,True,https://dergipark.org.tr/en/download/article-file/3345940,ok
10.1109/digitalheritage.2015.7419506,Managing cultural heritage: Digital documentation and archiving,2015,2015 Digital Heritage,False,,pending
10.7551/mitpress/9780262033534.003.0005,"Te Ahua Hiko: Digital Cultural Heritage and Indigenous Objects, People, and Environments",2007,Theorizing Digital Cultural Heritage,True,,pending
10.1016/j.daach.2024.e00317,Augmented reality systems in the cultural heritage domains: A systematic review,2024,Digital Applications in Archaeology and Cultural Heritage,False,,pending
10.1007/978-3-642-28099-3_2,Fundamentals of Digital Preservation of Cultural Heritage,2012,Digital Preservation Technology for Cultural Heritage,False,,pending
10.1016/b978-1-84334-720-0.50002-7,Cultural heritage within digital information contexts,2013,Information Literacy and Cultural Heritage,False,,pending
10.1016/j.daach.2024.e00381,Exploring the digital heritage of Ajanta Caves through VR technology,2024,Digital Applications in Archaeology and Cultural Heritage,False,,pending
10.54103/2531-5994/31134,Digital Arts and Humanities for Cultural Heritage - La documentazione digitale per nuovi modelli di edu-tainment,2018,DigitCult - Scientific Journal on Digital Cultures,True,,pending
10.1016/j.daach.2026.e00570,Conceptual evolution of HBIM: From documentation to integrative digital heritage approaches,2026,Digital Applications in Archaeology and Cultural Heritage,False,,pending
10.1016/j.daach.2023.e00257,Cultural heritage preservation through dance digitization: A review,2023,Digital Applications in Archaeology and Cultural Heritage,False,,pending
10.7551/mitpress/6751.003.0008,"Te Ahu Hiko: Digital Cultural Heritage and Indigenous Objects, People, and Environments",2007,Theorizing Digital Cultural Heritage,False,,pending
10.1201/b11049-17,Copyright Protection of Digital Images of Cultural Heritage,2017,Digital Imaging for Cultural Heritage Preservation,False,,pending
10.1016/j.daach.2019.e00114,Narralive – Creating and experiencing mobile digital storytelling in cultural heritage,2019,Digital Applications in Archaeology and Cultural Heritage,True,https://arxiv.org/pdf/1912.01368,ok
10.1016/j.daach.2024.e00316,Developing digital Islamic heritage sites in Jordan: The case of al-Mafraq,2024,Digital Applications in Archaeology and Cultural Heritage,True,,pending
10.1016/j.daach.2026.e00534,When meshes lie formalising tacit knowledge for flaw recognition in cultural heritage photogrammetry,2026,Digital Applications in Archaeology and Cultural Heritage,True,,pending
10.1016/j.daach.2026.e00546,Knowledge extraction and multi-label classification of Algerian cultural heritage monuments using faceted taxonomy,2026,Digital Applications in Archaeology and Cultural Heritage,False,,pending
10.1016/j.daach.2024.e00336,Romanesque portal from Olbin - 3D digital recomposition,2024,Digital Applications in Archaeology and Cultural Heritage,False,,pending
10.1016/j.culher.2021.01.007,Resilient cultural heritage through digital cultural heritage cube: Two cases in South Korea,2021,Journal of Cultural Heritage,False,,pending
10.22215/etd/2010-09137,Digital applications for architectural heritage : using location-based technologies to contextualize digital cultural heritage assets,,,True,http://repository.library.carleton.ca/downloads/cz30pt24m,ok
10.29085/9781783300662.002,Managing digital cultural heritage information,2015,Cultural Heritage Information,False,,pending
10.1016/j.daach.2022.e00212,Digital survey: How it can change the way we perceive and understand heritage sites,2022,Digital Applications in Archaeology and Cultural Heritage,False,,pending
10.1007/978-3-031-76941-2_9,Participatory Approaches to Ethical Design with Indigenous Cultural Heritage in the Digital Age,2025,Digital Indigenous Cultural Heritage,False,,pending
10.1016/j.culher.2007.06.003,Documentation of cultural heritage using digital photogrammetry and laser scanning,2007,Journal of Cultural Heritage,False,,pending
10.1016/j.daach.2023.e00300,Kathakali character identification – Using deep learning techniques and web technologies for Indian cultural heritage,2024,Digital Applications in Archaeology and Cultural Heritage,False,,pending
10.17501/23572612.2024.8104,"INTEGRATING ISLAMIC CULTURAL AND RELIGIOUS VALUES INTO TOURISM DEVELOPMENT IN GCC COUNTRIES: CHALLENGES, OPPORTUNITIES, AND CASE STUDIES",2024,International Conference on Hospitality and Tourism Management.,True,https://doi.org/10.17501/23572612.2024.8104,ok
10.33193/jalhss.82.2022.713,UAE: Cultural Representation and Re-Creating Emirates Environment in International Films and its Implications for Tourism,2022,"Journal of Arts, Literature, Humanities and Social Sciences",True,https://www.jalhss.com/index.php/jalhss/article/download/713/703,ok
10.1108/jchmsd-05-2023-0066,Positioning UAE archaeological sites in tourism supply chains,2024,Journal of Cultural Heritage Management and Sustainable Development,False,,pending
10.15242/heaig.h0317447,Lombok: Halal Tourism as a New Indonesia Tourism Strategy,2017,"March 13-15, 2017 Dubai (UAE)",True,https://doi.org/10.15242/heaig.h0317447,ok
10.3727/194344225x17315216888970,Religious Tolerance and Tourism: The UAE Case,2025,Tourism Review International,False,,pending
10.15242/dirpub.uh1017105,Tourism: Opportunities and Challenges for Gender Equality,2018,"Oct. 17-19, 2017 Dubai (UAE)",False,,pending
10.30892/gtg.40121-817,HOW READY ARE CUSTOMERS TO RE-TRAVEL FOR TOURISM? INSIGHTS FROM THE UAE AND EGYPT,2022,GeoJournal of Tourism and Geosites,True,https://doi.org/10.30892/gtg.40121-817,ok
10.51713/jotis.2025.5288,Competitive Positioning of Indonesia’s Tourism Sector for UAE Travellers,2025,Journal of Tourism and Interdiciplinary Studies,True,http://jotis.untrimbali.ac.id/index.php/JOTIS/article/download/88/134,ok
10.1108/978-1-83797-837-320251030,Circular Economy in Tourism: Unlocking Sustainable Development Opportunities in the UAE,2025,Meaningful Tourism,False,,pending
10.15242/dirpub.uh1017104,Tourism Development and ‘Make in India’: What is Lacking,2018,"Oct. 17-19, 2017 Dubai (UAE)",False,,pending
10.1109/swc65939.2025.00291,AR7ebo: An Interactive AR and AI-Driven System for Enhancing UAE Tourism and Cultural Heritage Exploration,2025,2025 IEEE Smart World Congress (SWC),False,,pending
10.18502/aqf.0019,Cultural Border Crossings in the UAE,2012,Al Qasimi Foundation,False,,pending
10.2307/jj.30051455.21,Developing cultural awareness for events in the UAE,2025,The Cultural Risk Assessment in Events,False,,pending
10.20867/thm.29.4.17,The Hilton hotels in the midst of the UAE 2071 centennial plan: Redesigning the UAE on the path of innovation and international tourism,2023,Tourism and hospitality management,True,https://doi.org/10.20867/thm.29.4.17,ok
10.1177/13548166261468460,Tourism as a catalyst for economic diversification in the UAE: Evidence from input–output analysis,2026,Tourism Economics,True,,pending
10.21608/ijhth.2020.120266,Residents’ Perceptions of the Impacts of Tourism Development: Empirical Evidence from UAE,2020,"International Journal of Heritage, Tourism and Hospitality",True,https://ijhth.journals.ekb.eg/article_120266_9f9acdabef7b702d469db1185c61ceb7.pdf,skip:blocked_host
10.1177/14673584241278451,The tour guide profession: An attractive option for UAE nationals majoring in tourism?,2024,Tourism and Hospitality Research,True,https://journals.sagepub.com/doi/pdf/10.1177/14673584241278451,ok
10.2139/ssrn.5020770,Policy Brief on Entrepreneurship in UAE Fostering Inclusive Growth for Nascent Entrepreneurs in the UAE: Addressing Gender and Cultural Barriers,2024,,True,,pending
10.17265/2328-2169/2014.04.005,Urban Heritage and Tourism in the Gulf: The Case of Dubai in the UAE,2014,J. of Tourism and Hospitality Management,True,,pending
10.4018/978-1-5225-6283-2.ch002,Challenges for Promotion of Heritage Tourism,2019,"Advances in Hospitality, Tourism, and the Services Industry",False,,pending
10.3390/tourhosp7020041,"Metaverse Festivals Beyond Overtourism: Digital Transformation of Cultural Events Towards Accessibility, Cultural Engagement and Sustainable Tourism Policy",2026,Tourism and Hospitality,True,https://www.mdpi.com/2673-5768/7/2/41/pdf,skip:blocked_host
10.21608/ijecth.2024.297283.1004,The Role of Intangible Cultural Heritage in the Development of Cultural Tourism,2023,"International Journal of Eco-Cultural Tourism, Hospitality Planning and Development",False,,pending
10.4324/9781003601265-13,Cross-cultural aspects of sustainability in tourism and hospitality,2025,Cross-Cultural Aspects of Tourism and Hospitality,False,,pending
10.21608/ijecth.2022.269603,Evaluation Cultural Tourism using Ideology-Utopia Theory (Case Study in Bali),2022,"International Journal of Eco-Cultural Tourism, Hospitality Planning and Development",True,https://ijecth.journals.ekb.eg/article_269603_38008fe7433fefd50a2d8e4fb0f862a6.pdf,skip:blocked_host
10.21608/ijecth.2018.181053,THE MUTUAL RELATION BETWEEN IDENTITY AND CULTURAL TOURISM (REIMAGING HISTORIC DISTRICTS),2018,"International Journal of Eco-Cultural Tourism, Hospitality Planning and Development",True,https://ijecth.journals.ekb.eg/article_390363_ec24a7491dc35592c7c0c093c486442a.pdf,skip:blocked_host
10.1177/1467358413505793,International Conference - Call for Participation Cross Cultural Issues in Tourism &amp; Hospitality,2012,Tourism and Hospitality Research,False,,pending
10.21608/ijecth.2022.244550,Tourism advertising strategies,2022,"International Journal of Eco-Cultural Tourism, Hospitality Planning and Development",True,https://ijecth.journals.ekb.eg/article_244550_764ca6e8434e338ec5bf399b90608636.pdf,skip:blocked_host
10.21608/ijecth.2021.187033,Smart Tourism - Living Lab Approach,2021,"International Journal of Eco-Cultural Tourism, Hospitality Planning and Development",True,https://ijecth.journals.ekb.eg/article_187033_e8ec047e57375a45066352bf50f38b92.pdf,skip:blocked_host
10.21608/ijecth.2026.299368.1006,The Challenges of Sustainable Tourism Development,2026,"International Journal of Eco-Cultural Tourism, Hospitality Planning and Development",False,,pending
10.1016/j.jhlste.2024.100499,Determinants of cultural heritage tourism demands: Learning in cultural heritage tourism destination,2024,"Journal of Hospitality, Leisure, Sport &amp; Tourism Education",False,,pending
10.3390/tourhosp4010006,Cultural Integration and Rural Tourism Development: A Scoping Literature Review,2023,Tourism and Hospitality,True,https://www.mdpi.com/2673-5768/4/1/6/pdf?version=1676042455,skip:blocked_host
10.21608/ijecth.2024.283797.1003,Cultural Guardianship in Tourism: Indigenous Communities' Quest for Economic Stability and Identity Preservation,2023,"International Journal of Eco-Cultural Tourism, Hospitality Planning and Development",False,,pending
10.18111/9789284406708,Tourism at World Heritage Cultural Sites (Arabic version),2004,,False,,pending
10.21608/ijecth.2024.299367.1005,The Challenges of Rural Tourism Development,2023,"International Journal of Eco-Cultural Tourism, Hospitality Planning and Development",True,https://ijecth.journals.ekb.eg/article_363746_39e46e266640149485d8b98be38015f9.pdf,skip:blocked_host
10.1177/1467358416653868,Cross-cultural issues in tourism and hospitality,2017,Tourism and Hospitality Research,False,,pending
10.5117/9789048572731_ch05,Cultural Tourism Resources,2025,Handbook of Japanese Tourism and Hospitality,False,,pending
10.7176/jths/53-03,Awramba Community: The Unique Cultural Practices as a Center of Cultural Tourism,2021,"Journal of Tourism, Hospitality and Sports",True,https://iiste.org/Journals/index.php/JTHS/article/download/55460/57276,ok
10.3390/tourhosp6050283,Memorable Dark Tourism Experiences: Cross-Cultural Analysis of Czech Republic and India,2025,Tourism and Hospitality,True,https://www.mdpi.com/2673-5768/6/5/283/pdf?version=1765789146,skip:blocked_host
10.1177/146735840200300408,Churches and Statues: Cultural Tourism in Finland,2002,Tourism and Hospitality Research,False,,pending
10.1177/14673584221093537,Socio-cultural sustainability and small tourism businesses,2022,Tourism and Hospitality Research,False,,pending
10.1080/23298758.1991.10685435,Teaching International Cross-Cultural Diversity to Hospitality &amp; Tourism Students,1991,Hospitality &amp; Tourism Educator,False,,pending
