source,target,weight
Engineering,Students,1
Engineering,Student,1
Intentions,创业,1
Intentions,Personality,1
Intentions,Personal,1
Intentions,Students,1
Intentions,Student,1
Personality,创业,1
Personal,创业,1
Students,创业,1
Student,创业,1
Personality,Students,1
Personality,Student,1
Personal,Students,1
Personal,Student,1
Contested,Urban,1
Contested,Future Of,1
Africa,Contested,1
Cities,Contested,1
Contested,Of Urban,1
Contested,future of,1
Contested,Future,1
Africa,Urban,1
Urban,future of,1
Future,Urban,1
Africa,Future Of,1
Cities,Future Of,1
Future Of,Of Urban,1
Africa,Cities,1
Africa,Of Urban,1
Africa,future of,1
Cities,future of,1
Of Urban,future of,1
Future,Of Urban,1
Customer,Rate,1
Customer,marketing strategies,1
Customer,Does,1
Customer,Strategies,1
Customer,Marketing Strategies,1
Role,marketing strategies,1
Does,Role,1
Marketing Strategies,Role,1
Rate,风俗,1
Improving,创新,1
marketing strategies,风俗,1
Does,风俗,1
Strategies,风俗,1
Marketing Strategies,风俗,1
Does,marketing strategies,1
Improving,marketing strategies,1
Does,Improving,1
Does,Strategies,1
Does,Marketing Strategies,1
Improving,Strategies,1
Improving,Marketing Strategies,1
Solutions,治理,1
Solution,治理,1
Nature,治理,1
Consumer,Innovative,1
Consumer,Mental,1
Consumer,Extended,1
Consumer,环境,1
Consumer,Mining,1
Consumer,Examining,1
Antecedents,Consumer,1
Consumer,Material,1
Innovative,Mental,1
Behaviour,Innovative,1
Extended,Innovative,1
Innovative,环境,1
Innovative,Mining,1
Examining,Innovative,1
Antecedents,Innovative,1
Extended,Mental,1
Mental,Mining,1
Examining,Mental,1
Antecedents,Mental,1
Material,Mental,1
Behaviour,Extended,1
Behaviour,环境,1
Behaviour,Mining,1
Behaviour,Examining,1
Antecedents,Behaviour,1
Behaviour,Material,1
Extended,环境,1
Extended,Mining,1
Examining,Extended,1
Antecedents,Extended,1
Extended,Material,1
Mining,环境,1
Examining,环境,1
Antecedents,环境,1
Antecedents,Mining,1
Material,Mining,1
Antecedents,Examining,1
Examining,Material,1
Antecedents,Material,1
Communications,信息,1
Acceptance,信息,1
Consumer,技术,1
Acceptance,传播,1
View,传播,1
Acceptance,Communications,1
Communications,View,1
Communications,技术,1
Past,in europe,1
Threats,in europe,1
in europe,多样性,1
in europe,保护,1
Past,Threats,1
Past,多样性,1
Past,保护,1
Europe,Past,1
In Europe,Past,1
Threats,多样性,1
Threats,保护,1
Europe,Threats,1
In Europe,Threats,1
Europe,多样性,1
In Europe,多样性,1
Europe,保护,1
In Europe,保护,1
Ecosystem,Parks,1
Ecosystem,Park,1
Parks,服务,1
Parks,Urban,1
Parks,ecosystem services,1
Parks,Services,1
Ecosystem Services,Parks,1
Park,ecosystem services,1
Park,Services,1
Ecosystem Services,Park,1
Making,Understanding,1
Making,Plastic,1
Making,Microplastics,1
Public,Sense,1
Sense,Understanding,1
Plastic,Sense,1
Microplastics,Sense,1
Making Sense Of,Public,1
Making Sense Of,Understanding,1
Making Sense Of,Plastic,1
Making Sense Of,Microplastics,1
Public,sense of,1
Making Sense,Public,1
Public,making sense,1
Microplastics,Public,1
Understanding,sense of,1
Plastic,sense of,1
Microplastics,sense of,1
Making Sense,Understanding,1
Understanding,making sense,1
Microplastics,Understanding,1
Making Sense,Plastic,1
Making Sense,Microplastics,1
Plastic,making sense,1
Microplastics,making sense,1
Area,Present,1
Present,Protected,1
Areas,Present,1
Present,保护,1
Present,Protected Areas,1
Present,protected areas,1
Area,Present And Future,1
Area,Future,1
Present And Future,Protected,1
Protected,保护,1
Future,Protected,1
Areas,Present And Future,1
Present And Future,保护,1
Present And Future,Protected Areas,1
Present And Future,protected areas,1
Areas,Future,1
Protected Areas,保护,1
protected areas,保护,1
Future,保护,1
Future,Protected Areas,1
Future,protected areas,1
Empirical,研究,1
Empirical,Search,1
Critical,管理,1
Critical,Empirical,1
Empirical,管理,1
Politics,社会,1
politics of,社会,1
Politics Of,社会,1
Urban,国家,1
Nature,国家,1
politics of,国家,1
Politics Of,国家,1
Politics,Urban,1
Nature,Urban,1
Urban,politics of,1
Politics Of,Urban,1
Park,Politics,1
Nature,Park,1
Park,politics of,1
Park,Politics Of,1
Nation,Nature,1
Nation,politics of,1
Nature,politics of,1
Nature,Politics Of,1
Challenges,音乐,1
挑战,音乐,1
Current,音乐,1
研究,音乐,1
Search,音乐,1
Systems,音乐,1
推荐系统,音乐,1
Recommender,音乐,1
愿景,音乐,1
Challenges,推荐系统,1
Challenges,Recommender,1
挑战,推荐系统,1
Recommender,挑战,1
Current,Systems,1
Current,推荐系统,1
Current,Recommender,1
Current,愿景,1
愿景,推荐系统,1
Recommender,愿景,1
Case Study Of The,Coastal,1
Coastal,Site,1
Area,Island,1
Island,Protected,1
Case Study Of The,Island,1
Island,案例研究,1
Island,Site,1
Areas,Island,1
Land,Protected,1
Areas,Land,1
Area,Assessment,1
Area,Case Study Of The,1
Assessment,Protected,1
Case Study Of The,Protected,1
Protected,案例研究,1
Protected,Site,1
Assessment,Case Study Of The,1
Areas,Assessment,1
Areas,Case Study Of The,1
Areas,案例研究,1
Methods,Space,1
Laser,Methods,1
Down,Methods,1
Results,Space,1
Laser,Results,1
Down,Results,1
Results,文化,1
Results,应用,1
Results,View,1
Laser,Space,1
Down,Space,1
Down,Laser,1
Laser,Mental,1
Laser,应用,1
Laser,View,1
Down,Mental,1
Down,应用,1
Down,View,1
Archaeological,Space,1
Archaeological,Remote,1
Archaeological,remote sensing,1
Archaeological,Remote Sensing,1
Archaeological,应用,1
Archaeological,View,1
Archaeological,评述,1
Remote,Space,1
Space,remote sensing,1
Remote Sensing,Space,1
Space,评述,1
Remote,评述,1
remote sensing,评述,1
Remote Sensing,评述,1
Emerging,社交媒体,1
Emerging,News,1
Emerging,Media,1
Detection,Emerging,1
Emerging,Time,1
Automatic,Emerging,1
Emerging,Media And The,1
Emerging,Theories,1
Automatic,社会,1
Theories,社会,1
Time,社交媒体,1
Automatic,社交媒体,1
Theories,社交媒体,1
Detection,News,1
News,Time,1
Automatic,News,1
Media And The,News,1
News,Theories,1
Media,Theories,1
Automatic,Detection,1
Detection,Media And The,1
Detection,Theories,1
Automatic,Time,1
Media And The,Time,1
Theories,Time,1
Automatic,Media And The,1
Automatic,Theories,1
Media And The,Theories,1
Therapy,全球,1
Therapy,公平,1
Therapy,愿景,1
全球,公平,1
Place,公平,1
Place,愿景,1
公平,愿景,1
Field,可持续,1
Mediation,发展,1
Field,Mediation,1
Field,Understanding,1
Field,内容分析,1
Field,Phenomenon,1
Field,管理,1
Bibliometric,Field,1
Field,Understanding Of,1
Field,understanding of,1
Field,Towards,1
Understanding,内容分析,1
Phenomenon,Understanding,1
Understanding,管理,1
Bibliometric,Understanding,1
Towards,Understanding,1
Content,Phenomenon,1
Content,Understanding Of,1
Content,understanding of,1
Content,Towards,1
Phenomenon,内容分析,1
内容分析,管理,1
Bibliometric,内容分析,1
Understanding Of,内容分析,1
understanding of,内容分析,1
Towards,内容分析,1
Phenomenon,管理,1
Bibliometric,Phenomenon,1
Phenomenon,Understanding Of,1
Phenomenon,understanding of,1
Phenomenon,Towards,1
Understanding Of,管理,1
understanding of,管理,1
Towards,管理,1
Bibliometric,Understanding Of,1
Bibliometric,understanding of,1
Bibliometric,Towards,1
Towards,Understanding Of,1
Towards,understanding of,1
Capital,知识,1
Capital,Intellectual,1
Capital,流程,1
Capital,Media,1
Capital,Infrastructure,1
Intellectual,流程,1
Intellectual,Role Of,1
Intellectual,Role,1
Intellectual,role of,1
Intellectual,Media,1
Infrastructure,Intellectual,1
Role Of,流程,1
Role,流程,1
role of,流程,1
Infrastructure,流程,1
Role Of,结构,1
Infrastructure,Role Of,1
Role,结构,1
Infrastructure,Role,1
role of,结构,1
Infrastructure,role of,1
Media,结构,1
Infrastructure,Media,1
Colonial,Land,1
Being,Land,1
Land,Of Colonial,1
Colonial,in africa,1
Being,Colonial,1
Being,in africa,1
Of Colonial,in africa,1
Being,In Africa,1
In Africa,Of Colonial,1
Africa,Being,1
Africa,Of Colonial,1
Being,Of Colonial,1
Twins,可持续,1
Twins,Urban,1
Post,Twins,1
Real,Twins,1
Economies,Twins,1
Cities,Twins,1
Twin,Urban,1
Immersive,Urban,1
Post,Twin,1
Immersive,Post,1
Real,Twin,1
Cities,Real,1
Economies,Twin,1
Economies,Immersive,1
Cities,Immersive,1
European,全球,1
Film,全球,1
Geopolitics,全球,1
Europe,全球,1
Politics,非斯,1
European,Politics,1
Europe,Politics,1
European,非斯,1
Geopolitics,非斯,1
Europe,非斯,1
European,Geopolitics,1
Film,Geopolitics,1
Europe,Geopolitics,1
全球化,教育,1
Bali,教育,1
Higher,全球化,1
High,全球化,1
Bali,Higher,1
Bali,High,1
in developing,可持续,1
Developed,Urban,1
Developed,Rate,1
Developed,In Developing,1
Developed,Strategies,1
Cities,Developed,1
Developed,in developing,1
In Developing,Urban,1
Developing,Urban,1
Urban,in developing,1
Rate,in developing,1
Economies,In Developing,1
In Developing,Strategies,1
Economies,Strategies,1
Economies,in developing,1
Cities,Strategies,1
Strategies,in developing,1
Cities,in developing,1
Food Security,可持续,1
food security,可持续,1
Change,Food,1
Addressing,Food,1
Climate,Food,1
Food,气候变化,1
Change,Security,1
Addressing,Security,1
Climate,Security,1
Security,气候变化,1
Change,Food Security,1
Food Security,Systems,1
Addressing,Food Security,1
Climate,Food Security,1
Food Security,气候变化,1
Change,food security,1
Systems,food security,1
Addressing,food security,1
Climate,food security,1
food security,气候变化,1
Addressing,Change,1
Addressing,Systems,1
Climate,Systems,1
Systems,气候变化,1
Addressing,Climate,1
Addressing,气候变化,1
Implementation,可持续,1
Implementation Of,可持续,1
Identifying,可持续,1
The Implementation Of,可持续,1
Overcoming,可持续,1
implementation of,可持续,1
Implementation Of,发展,1
Identifying,发展,1
The Implementation Of,发展,1
implementation of,发展,1
Implementation,Universities,1
Identifying,Implementation,1
Implementation,Overcoming,1
Implementation Of,Universities,1
Identifying,Implementation Of,1
Implementation Of,Overcoming,1
Identifying,Universities,1
The Implementation Of,Universities,1
Overcoming,Universities,1
Universities,implementation of,1
Identifying,The Implementation Of,1
Identifying,Overcoming,1
Identifying,implementation of,1
Overcoming,The Implementation Of,1
Overcoming,implementation of,1
Ecosystem,Plant,1
Ecosystem,Plan,1
Ecosystem,Forest,1
Plant,服务,1
Plan,服务,1
Forest,服务,1
Plant,Services,1
Plan,Services,1
Forest,Services,1
Societies,State,1
City,Societies,1
Ethnic,State,1
Asian,City,1
Asian,Ethnic,1
Asia,Ethnic,1
Group,Space,1
Groups,Space,1
Dataset,Space,1
Space,新数据,1
Ethnic,Space,1
Dataset,Group,1
Group,新数据,1
Ethnic,Group,1
Groups,Present,1
Dataset,Present,1
Present,新数据,1
Dataset,Groups,1
Groups,新数据,1
Ethnic,Groups,1
Dataset,新数据,1
Dataset,Ethnic,1
Ethnic,新数据,1
Cities,Infrastructure,1
Cities,结构,1
Implications,Status,1
Emergence,Implications,1
Emergence,Status,1
Area,Ecosystem,1
Areas,Ecosystem,1
Ecosystem,Impacts,1
Mountain,影响,1
Areas,Mountain,1
Impacts,Mountain,1
ecosystem services,影响,1
Area,文献综述,1
Area,服务,1
Area,ecosystem services,1
Area,Services,1
ecosystem services,文献综述,1
Areas,文献综述,1
Impacts,文献综述,1
Services,文献综述,1
Areas,服务,1
Impacts,服务,1
Areas,ecosystem services,1
Impacts,ecosystem services,1
Areas,Services,1
Impacts,Services,1
Assessment Of,流程,1
Analytical,Assessment Of,1
Assessment Of,India,1
Coastal,流程,1
Analytical,Coastal,1
Coastal,India,1
Assessment,流程,1
assessment of,流程,1
Analytical,流程,1
India,流程,1
Analytical,Assessment,1
Assessment,India,1
Analytical,assessment of,1
India,assessment of,1
Analytical,India,1
Modern,修复,1
Modern,全球,1
Graph,传统,1
修复,全球,1
传统,修复,1
修复,历史,1
传统,全球,1
传统,历史,1
Methods,Towards,1
Methods,绿色,1
Methods,Typology,1
Methods,绿色基础设施,1
Methods,结构,1
Infrastructure,Methods,1
Towards,绿色,1
Towards,系统综述,1
Towards,Typology,1
Towards,绿色基础设施,1
Infrastructure,Towards,1
Towards,评述,1
Typology,绿色,1
绿色,评述,1
Typology,系统综述,1
系统综述,绿色基础设施,1
系统综述,结构,1
Infrastructure,系统综述,1
Typology,绿色基础设施,1
Typology,结构,1
Infrastructure,Typology,1
Typology,View,1
Typology,评述,1
View,绿色基础设施,1
绿色基础设施,评述,1
结构,评述,1
Infrastructure,View,1
Infrastructure,评述,1
Protected,影响,1
Terrestrial,影响,1
Protected Areas,影响,1
Well-Being,影响,1
Area,Impacts Of,1
Impacts Of,Protected,1
Human,Impacts Of,1
Impacts Of,Terrestrial,1
Areas,Impacts Of,1
Impacts Of,Protected Areas,1
Impacts Of,Well-Being,1
Area,Human,1
Area,Terrestrial,1
Area,Well-Being,1
Human,Protected,1
Protected,Terrestrial,1
Impacts,Protected,1
Protected,Well-Being,1
Human,Terrestrial,1
Areas,Human,1
Human,Protected Areas,1
Human,Well-Being,1
Areas,Terrestrial,1
Impacts,Terrestrial,1
Protected Areas,Terrestrial,1
Terrestrial,Well-Being,1
Areas,Well-Being,1
Impacts,Protected Areas,1
Impacts,Well-Being,1
Protected Areas,Well-Being,1
River,影响,1
Physical,影响,1
Physical,发展,1
Large,Small,1
Power,Small,1
River,Small,1
Small,中国,1
Physical,Small,1
Large,Power,1
Large,River,1
Large,Physical,1
Power,River,1
Physical,Power,1
Physical,River,1
Physical,中国,1
Chinese,Control,1
Control,Past,1
Control,全球,1
Control,Present And Future,1
Africa,Control,1
Control,Mining,1
African,Control,1
Control,Future,1
Chinese,Present,1
Present,全球,1
Mining,Present,1
African,Present,1
Chinese,Past,1
Chinese,Present And Future,1
Chinese,Mining,1
African,Chinese,1
Mining,Past,1
African,Past,1
Present And Future,全球,1
Africa,全球,1
Mining,全球,1
African,全球,1
Africa,Present And Future,1
Mining,Present And Future,1
African,Present And Future,1
African,Mining,1
African,Future,1
Principles,文献综述,1
An Integrated,Principles,1
Principles,an integrated,1
Principles,绿色基础设施,1
Principles,结构,1
Integrated,规划,1
Integrated,绿色基础设施,1
文献综述,规划,1
An Integrated,规划,1
an integrated,规划,1
An Integrated,文献综述,1
Plan,文献综述,1
an integrated,文献综述,1
文献综述,绿色基础设施,1
Rate,绿色基础设施,1
An Integrated,绿色基础设施,1
Plan,an integrated,1
an integrated,绿色基础设施,1
Land,交互,1
Present,交互,1
change in,交互,1
East,交互,1
Mental,交互,1
Africa,交互,1
Land,change in,1
Interactions,Land,1
Present,change in,1
East,Present,1
Human,Present,1
Action,Present,1
Interactions,Present,1
Mental,change in,1
Human,change in,1
Africa,change in,1
Action,change in,1
Interactions,change in,1
East,Mental,1
East,Interactions,1
Africa,Mental,1
Interactions,Mental,1
Action,Africa,1
Africa,Interactions,1
Ecosystem,分类,1
Ecosystem,Solutions,1
Ecosystem,Nature-Based,1
Solutions,分类,1
分类,服务,1
Urban,分类,1
ecosystem services,分类,1
Nature-Based,分类,1
Solutions,服务,1
Solutions,Urban,1
Class,Solutions,1
Solutions,ecosystem services,1
Nature-Based,服务,1
Class,Urban,1
Nature-Based,Urban,1
Class,Nature-Based,1
Nature-Based,ecosystem services,1
Land,Loss,1
Loss,因素,1
Factors,Loss,1
Loss,View,1
Area,Managing,1
Managing,Protected,1
Areas,Managing,1
Managing,Protected Areas,1
Managing,protected areas,1
Addressing,Challenges Of,1
Challenges Of,Guidelines,1
Challenges Of,Legal,1
Challenges Of,Guide,1
Addressing,Guidelines,1
Addressing,Challenges,1
Addressing,挑战,1
Addressing,Issue,1
Addressing,Regulatory,1
Addressing,Issues,1
Addressing,Legal,1
Addressing,Guide,1
Guidelines,Issue,1
Guidelines,Regulatory,1
Guidelines,Issues,1
Guidelines,Legal,1
Challenges,Legal,1
Challenges,Guide,1
Legal,挑战,1
Guide,挑战,1
Issue,Regulatory,1
Issue,Legal,1
Guide,Issue,1
Issues,Regulatory,1
Legal,Regulatory,1
Guide,Regulatory,1
Issues,Legal,1
Guide,Issues,1
Guide,Legal,1
Area,Mental,1
Area,科学,1
Area,Change,1
Area,Four,1
Areas,Mental,1
Mental,科学,1
Four,Mental,1
Areas,科学,1
Areas,Change,1
Areas,环境,1
Areas,Four,1
环境,科学,1
Four,科学,1
Change,Four,1
Four,环境,1
Paradigm,Security,1
Life,Paradigm,1
Order,Paradigm,1
Asia,Paradigm,1
Life,Security,1
Order,Security,1
Asia,Security,1
Life,Order,1
Asia,Life,1
Asia,Order,1
used in,突尼斯,1
Italy,突尼斯,1
Plant,突尼斯,1
分析,突尼斯,1
Medicine,突尼斯,1
Plan,突尼斯,1
Used In,突尼斯,1
Italy,used in,1
Plant,used in,1
used in,分析,1
Plan,used in,1
Comparative,used in,1
Tunis,used in,1
Italy,Plant,1
Italy,分析,1
Italy,Medicine,1
Italy,Plan,1
Italy,Used In,1
Comparative,Italy,1
Italy,Tunis,1
Plant,分析,1
Medicine,Plant,1
Plant,Used In,1
Comparative,Plant,1
Plant,Tunis,1
Medicine,分析,1
Plan,分析,1
Used In,分析,1
Tunis,分析,1
Medicine,Plan,1
Comparative,Medicine,1
Medicine,Tunis,1
Plan,Used In,1
Plan,Tunis,1
Comparative,Used In,1
Tunis,Used In,1
Asia,Plant,1
Asian,Plant,1
Plant,Potential,1
Plant,Utilization,1
Asia,Product,1
Asian,Product,1
Potential,Product,1
Medicinal,Product,1
Product,Utilization,1
Plants,Product,1
Asia,Plan,1
Asian,Plan,1
Plan,Potential,1
Plan,Utilization,1
Asia,Potential,1
Asia,View,1
Asia,Medicinal,1
Asia,Utilization,1
Asia,Plants,1
Asian,Potential,1
Asian,View,1
Asian,Medicinal,1
Asian,Utilization,1
Asian,Plants,1
Medicinal,Potential,1
Potential,Utilization,1
Plants,Potential,1
Medicinal,Utilization,1
Plants,Utilization,1
Resources,Solutions,1
Resources,可持续发展,1
Resources,Solution,1
Resources,环境,1
Solutions,可持续发展,1
Solutions,资源,1
Solutions,Sources,1
Solutions,Source,1
Solutions,环境,1
可持续发展,资源,1
Sources,可持续发展,1
Source,可持续发展,1
Solution,可持续发展,1
Solution,资源,1
Solution,Sources,1
Solution,Source,1
Solution,环境,1
Banking,Developed,1
Developed,Markets,1
Developed,Financial,1
Developed,中国,1
Confucian,Developed,1
Developed,Market,1
Banking,Markets,1
Banking,中国,1
Banking,Confucian,1
Banking,Market,1
Financial,Markets,1
Markets,中国,1
Confucian,Markets,1
Financial,中国,1
Confucian,Financial,1
Confucian,Market,1
Problem,used in,1
Medicine,Problem,1
Problem,Used In,1
Problem,Used,1
Problems,used in,1
Product,used in,1
Medicine,Problems,1
Problems,Product,1
Problems,Used In,1
Problems,Used,1
Medicine,Product,1
Medicine,Used,1
Product,Used In,1
Farming,社会,1
Dimensions,change in,1
Dimensions,可持续发展,1
Dimensions,Farming,1
Change,Dimensions,1
Dimensions,Systems,1
Change In,Dimensions,1
change in,可持续发展,1
Farming,change in,1
Systems,change in,1
Change,可持续发展,1
Change In,可持续发展,1
Change,Farming,1
Change In,Farming,1
Change In,Systems,1
Ecosystem,changes in,1
Ecosystem,Recent,1
Ecosystem,Human,1
Bangladesh,Ecosystem,1
Change,Ecosystem,1
Coastal,changes in,1
Coastal,Recent,1
Coastal,ecosystem services,1
Coastal,Human,1
Coastal,Services,1
Bangladesh,Coastal,1
Change,Coastal,1
Recent,changes in,1
changes in,服务,1
changes in,ecosystem services,1
Human,changes in,1
Services,changes in,1
Bangladesh,changes in,1
Recent,服务,1
Recent,ecosystem services,1
Human,Recent,1
Recent,Services,1
Bangladesh,Recent,1
Change,Recent,1
Bangladesh,服务,1
Change,服务,1
Human,ecosystem services,1
Bangladesh,ecosystem services,1
Change,ecosystem services,1
Bangladesh,Human,1
Bangladesh,Services,1
Change,Services,1
Water,地方,1
Nature,地方,1
Common,地方,1
地方,政治,1
Justice,地方,1
Common,Water,1
Water,政治,1
Justice,Water,1
Nature,River,1
Common,River,1
Justice,River,1
Common,Nature,1
Nature,政治,1
Justice,Nature,1
Common,政治,1
Common,Justice,1
Justice,政治,1
Strategic,Turkish,1
Forms,Strategic,1
Strategic,Western,1
Order,Strategic,1
Strategic,West,1
Foreign,Strategic,1
Strategic,政策,1
Post,Turkish,1
Rate,Turkish,1
Forms,Turkish,1
Turkish,Western,1
Order,Turkish,1
Turkish,West,1
Foreign,Turkish,1
Turkish,政策,1
Forms,Post,1
Order,Post,1
Foreign,Post,1
Rate,Western,1
Order,Rate,1
Rate,West,1
Forms,Western,1
Forms,West,1
Foreign,Forms,1
Forms,政策,1
Order,Western,1
Foreign,Western,1
Western,政策,1
Order,West,1
Foreign,Order,1
Order,政策,1
Foreign,West,1
West,政策,1
Terrestrial,石油,1
Front,石油,1
Landscape,石油,1
Landscapes,石油,1
Land,Terrestrial,1
Front,Terrestrial,1
Landscape,Terrestrial,1
Landscapes,Terrestrial,1
Front,Landscape,1
Front,Landscapes,1
Open,开源技术,1
Open,技术,1
开源技术,经济,1
Scientific,开源技术,1
Source,开源技术,1
View,开源技术,1
开源技术,技术,1
Free,开源技术,1
Scientific,经济,1
技术,经济,1
Scientific,技术,1
Free,Scientific,1
Free,View,1
Free,技术,1
Adoption,Benefits,1
Adoption,in europe,1
Adoption,Forest,1
Adoption,Europe,1
Adoption,In Europe,1
Challenges,Forest,1
Beyond,Challenges,1
Challenges,In Europe,1
Forest,挑战,1
Beyond,挑战,1
In Europe,挑战,1
Benefits,in europe,1
Benefits,Forest,1
Benefits,Beyond,1
Benefits,Europe,1
Benefits,In Europe,1
Beyond,in europe,1
Europe,Forest,1
Forest,In Europe,1
Beyond,In Europe,1
Conflict,Ecology,1
Adaptation,Ecology,1
Ecology,Inequality,1
Bangladesh,Ecology,1
Ecology,质量,1
Climate,Conflict,1
Climate,Inequality,1
Bangladesh,Climate,1
Adaptation,政治,1
Inequality,政治,1
Bangladesh,政治,1
政治,质量,1
Adaptation,Conflict,1
Conflict,of climate,1
Conflict,Inequality,1
Bangladesh,Conflict,1
Conflict,质量,1
Adaptation,of climate,1
Adaptation,Inequality,1
Adaptation,Bangladesh,1
Adaptation,质量,1
Inequality,of climate,1
Bangladesh,of climate,1
of climate,质量,1
Bangladesh,Inequality,1
Change,Inequality,1
Bangladesh,质量,1
Change,质量,1
Protected,视角,1
Attitude,视角,1
Attitudes,视角,1
List,规划,1
Attitude,规划,1
Mental,规划,1
Power,规划,1
环境,规划,1
Attitudes,规划,1
List,Protected,1
Attitude,List,1
List,Plan,1
List,环境,1
Attitudes,List,1
Attitude,Protected,1
Mental,Protected,1
Power,Protected,1
Protected,环境,1
Attitudes,Protected,1
Attitude,Plan,1
Attitude,Power,1
Plan,Power,1
Attitudes,Plan,1
Attitudes,Power,1
Attitudes,环境,1
Plant,影响,1
Negative,影响,1
Trees,影响,1
Code,影响,1
Plant,in europe,1
Negative,in europe,1
Plan,in europe,1
Impacts,in europe,1
Trees,in europe,1
Code,in europe,1
Managing,in europe,1
Negative,Plant,1
Impacts,Plant,1
Plant,Trees,1
Code,Plant,1
Managing,Plant,1
Negative,Plan,1
Forest,Negative,1
Impacts,Negative,1
Negative,Trees,1
Code,Negative,1
Managing,Negative,1
Impacts,Plan,1
Plan,Trees,1
Code,Plan,1
Managing,Plan,1
Forest,Trees,1
Code,Forest,1
Forest,Managing,1
Impacts,Trees,1
Code,Impacts,1
Impacts,Managing,1
Code,Trees,1
Managing,Trees,1
Code,Managing,1
Growth,框架,1
Conceptual,绿色,1
Cities,绿色,1
Growth,绿色,1
Growth,概念,1
Conceptual,Growth,1
Cities,Growth,1
Growth,Work,1
Emerging,Principles,1
Designing,Principles,1
Land,Principles,1
Ecology,Principles,1
Landscape,Principles,1
Principles,性能,1
Landscapes,Principles,1
Principles,新兴原则,1
Designing,Emerging,1
Emerging,Land,1
Ecology,Emerging,1
Design,Emerging,1
Emerging,Landscape,1
Emerging,性能,1
Emerging,Landscapes,1
Emerging,新兴原则,1
Designing,Land,1
Designing,Ecology,1
Designing,Landscape,1
Designing,性能,1
Designing,Landscapes,1
Designing,新兴原则,1
Land,性能,1
Land,新兴原则,1
Design,Ecology,1
Ecology,性能,1
Ecology,Landscapes,1
Ecology,新兴原则,1
Design,性能,1
Design,Landscapes,1
Design,新兴原则,1
Landscape,性能,1
Landscape,新兴原则,1
Landscapes,性能,1
性能,新兴原则,1
Landscapes,新兴原则,1
Nation Branding And,Soft,1
nation branding,中国,1
nation branding,软实力,1
Diplomacy,Nation Branding And,1
Nation Branding,中国,1
Nation Branding,软实力,1
Nation Branding And,Power,1
Nation Branding And,中国,1
Nation Branding And,软实力,1
The Future Of,全球,1
The Future Of,历史,1
Future Of,全球,1
Next,全球,1
future of,全球,1
Future Of,历史,1
Future,Next,1
Next,历史,1
future of,历史,1
Emerging,Firm,1
Firm,国家,1
Firm,新兴市场,1
Firm,国际,1
Emerging,Geographic,1
Geographic,国家,1
Geographic,视角,1
Geographic,Nation,1
Geographic,新兴市场,1
Geographic,国际,1
Firms,Geographic,1
Emerging,国际,1
Emerging,Firms,1
Graph,国家,1
国家,新兴市场,1
Firms,国家,1
新兴市场,视角,1
Graph,新兴市场,1
Graph,国际,1
Firms,Graph,1
Nation,新兴市场,1
国际,新兴市场,1
Firms,新兴市场,1
Firms,国际,1
use of,发展,1
Urban,use of,1
Urban,Use Of,1
Contributions,Mountain,1
Mountain,People In,1
Mountain,people in,1
Mountain,People,1
Contribution,Mountain,1
Mountain,Nature,1
Contributions,People In,1
Contributions,people in,1
Contributions,People,1
Contributions,Nature,1
Contribution,People In,1
People In,View,1
Nature,People In,1
Contribution,people in,1
View,people in,1
Nature,people in,1
Contribution,People,1
可持续,深度学习,1
Open,可持续,1
Open,Opportunities,1
Current,Opportunities,1
Goals,Opportunities,1
Open,深度学习,1
发展,深度学习,1
Goals,深度学习,1
Current,Open,1
Challenges,Goals,1
Goals,学习,1
Goals,挑战,1
Current,Goals,1
Evolution,行为,1
Evolution,Origins,1
Modern,The Evolution Of,1
Evolution Of,Modern,1
Modern,行为,1
Modern,Origin,1
Modern,Origins,1
Modern,evolution of,1
South,The Evolution Of,1
The Evolution Of,行为,1
Origin,The Evolution Of,1
Origins,The Evolution Of,1
Human,South,1
South,行为,1
Origin,South,1
Origins,South,1
South,evolution of,1
Evolution Of,行为,1
Evolution Of,Origins,1
Human,Origins,1
Human,evolution of,1
Origin,行为,1
Origins,行为,1
evolution of,行为,1
Origins,evolution of,1
Western,belt one,1
Province,belt one,1
Mental,belt one,1
Belt One,The One Belt,1
One Belt One,The One Belt,1
The One Belt,Western,1
The One Belt,West,1
Province,The One Belt,1
Mental,The One Belt,1
Belt One,Western,1
Belt One,West,1
Belt One,Province,1
Belt One,Mental,1
One Belt One,Western,1
One Belt One,West,1
One Belt One,Province,1
Mental,One Belt One,1
One Belt,Western,1
Province,Western,1
Mental,Western,1
Western,one road,1
Province,West,1
Mental,West,1
One Belt,Province,1
Mental,One Belt,1
Mental,Province,1
Province,one road,1
Mental,one road,1
Guidelines,Principles,1
Area,Principles,1
Guide,Principles,1
Principles,Protected,1
Principles,Studies,1
Areas,Principles,1
Principles,传统,1
Principles,Protected Areas,1
Guidelines,People,1
Guidelines,传统,1
Guidelines,Protected Areas,1
Area,People,1
Area,传统,1
Guide,People,1
Guide,传统,1
Protected,Studies,1
People,Protected,1
Protected,传统,1
Areas,Studies,1
People,Studies,1
Studies,传统,1
Protected Areas,Studies,1
Areas,People,1
Areas,传统,1
People,传统,1
People,Protected Areas,1
Protected Areas,传统,1
Solutions,多样性,1
Biodiversity,Solutions,1
Solutions,保护,1
Land,多样性,1
Biodiversity,Land,1
Challenges,保护,1
保护,挑战,1
Solution,多样性,1
Biodiversity,Solution,1
